sum,abbreviation,date,setname,releasedate
1036.46,BLVO,2023-07-07,Blazing Vortex,2021-02-04 00:00:00+00:00
1035.52,BODE,2023-07-07,Burst of Destiny,2021-11-05 00:00:00+00:00
439.18,BROL,2023-07-07,Brothers of Legend,2021-12-03 00:00:00+00:00
1220.91,DAMA,2023-07-07,Dawn of Majesty,2021-08-12 00:00:00+00:00
13.165,EGS1,2023-07-07,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
633.0,GEIM,2023-07-07,Genesis Impact,2020-12-18 00:00:00+00:00
1109.84,GFTP,2023-07-07,Ghosts From the Past,2021-04-16 00:00:00+00:00
1469.36,GRCR,2023-07-07,The Grand Creators,2022-01-28 00:00:00+00:00
1237.62,KICO,2023-07-07,Kings Court,2021-07-08 00:00:00+00:00
90.71,LED8,2023-07-07,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1589.02,LIOV,2023-07-07,Lightning Overdrive,2021-06-03 00:00:00+00:00
127.69,MGED,2023-07-07,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
113.54,MP21,2023-07-07,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
293.51,OP16,2023-07-07,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
286.0,OP17,2023-07-07,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
18.3,SDCS,2023-07-07,Cyber Strike,2021-10-07 00:00:00+00:00
13.1,SDFC,2023-07-07,Freezing Chains,2021-02-18 00:00:00+00:00
628.24,ANGU,2023-07-08,Ancient Guardians,2021-05-07 00:00:00+00:00
1173.51,BACH,2023-07-08,Battle of Chaos,2022-02-11 00:00:00+00:00
1037.61,BLVO,2023-07-08,Blazing Vortex,2021-02-04 00:00:00+00:00
1033.89,BODE,2023-07-08,Burst of Destiny,2021-11-05 00:00:00+00:00
439.4,BROL,2023-07-08,Brothers of Legend,2021-12-03 00:00:00+00:00
1197.85,DAMA,2023-07-08,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.81,EGS1,2023-07-08,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
633.03,GEIM,2023-07-08,Genesis Impact,2020-12-18 00:00:00+00:00
1110.85,GFTP,2023-07-08,Ghosts From the Past,2021-04-16 00:00:00+00:00
1468.96,GRCR,2023-07-08,The Grand Creators,2022-01-28 00:00:00+00:00
1236.02,KICO,2023-07-08,Kings Court,2021-07-08 00:00:00+00:00
91.58,LED8,2023-07-08,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1575.75,LIOV,2023-07-08,Lightning Overdrive,2021-06-03 00:00:00+00:00
125.65,MGED,2023-07-08,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
113.57,MP21,2023-07-08,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
291.92,OP16,2023-07-08,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
284.5,OP17,2023-07-08,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
18.18,SDCS,2023-07-08,Cyber Strike,2021-10-07 00:00:00+00:00
13.03,SDFC,2023-07-08,Freezing Chains,2021-02-18 00:00:00+00:00
629.31,ANGU,2023-07-09,Ancient Guardians,2021-05-07 00:00:00+00:00
1172.14,BACH,2023-07-09,Battle of Chaos,2022-02-11 00:00:00+00:00
1038.9,BLVO,2023-07-09,Blazing Vortex,2021-02-04 00:00:00+00:00
1030.37,BODE,2023-07-09,Burst of Destiny,2021-11-05 00:00:00+00:00
438.08,BROL,2023-07-09,Brothers of Legend,2021-12-03 00:00:00+00:00
1198.86,DAMA,2023-07-09,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.83,EGS1,2023-07-09,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
633.49,GEIM,2023-07-09,Genesis Impact,2020-12-18 00:00:00+00:00
1110.83,GFTP,2023-07-09,Ghosts From the Past,2021-04-16 00:00:00+00:00
1468.85,GRCR,2023-07-09,The Grand Creators,2022-01-28 00:00:00+00:00
1233.68,KICO,2023-07-09,Kings Court,2021-07-08 00:00:00+00:00
90.96,LED8,2023-07-09,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1581.44,LIOV,2023-07-09,Lightning Overdrive,2021-06-03 00:00:00+00:00
126.26,MGED,2023-07-09,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
114.3,MP21,2023-07-09,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
291.99,OP16,2023-07-09,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
284.56,OP17,2023-07-09,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
18.345,SDCS,2023-07-09,Cyber Strike,2021-10-07 00:00:00+00:00
13.01,SDFC,2023-07-09,Freezing Chains,2021-02-18 00:00:00+00:00
631.16,ANGU,2023-07-10,Ancient Guardians,2021-05-07 00:00:00+00:00
1171.51,BACH,2023-07-10,Battle of Chaos,2022-02-11 00:00:00+00:00
1039.72,BLVO,2023-07-10,Blazing Vortex,2021-02-04 00:00:00+00:00
1031.4,BODE,2023-07-10,Burst of Destiny,2021-11-05 00:00:00+00:00
435.29,BROL,2023-07-10,Brothers of Legend,2021-12-03 00:00:00+00:00
1198.59,DAMA,2023-07-10,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.91,EGS1,2023-07-10,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
634.16,GEIM,2023-07-10,Genesis Impact,2020-12-18 00:00:00+00:00
1112.82,GFTP,2023-07-10,Ghosts From the Past,2021-04-16 00:00:00+00:00
1465.3,GRCR,2023-07-10,The Grand Creators,2022-01-28 00:00:00+00:00
1233.39,KICO,2023-07-10,Kings Court,2021-07-08 00:00:00+00:00
89.96,LED8,2023-07-10,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1598.09,LIOV,2023-07-10,Lightning Overdrive,2021-06-03 00:00:00+00:00
125.69,MGED,2023-07-10,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
115.28,MP21,2023-07-10,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
291.96,OP16,2023-07-10,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
282.15,OP17,2023-07-10,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
17.705,SDCS,2023-07-10,Cyber Strike,2021-10-07 00:00:00+00:00
12.98,SDFC,2023-07-10,Freezing Chains,2021-02-18 00:00:00+00:00
630.61,ANGU,2023-07-11,Ancient Guardians,2021-05-07 00:00:00+00:00
1170.46,BACH,2023-07-11,Battle of Chaos,2022-02-11 00:00:00+00:00
1041.25,BLVO,2023-07-11,Blazing Vortex,2021-02-04 00:00:00+00:00
1030.76,BODE,2023-07-11,Burst of Destiny,2021-11-05 00:00:00+00:00
434.19,BROL,2023-07-11,Brothers of Legend,2021-12-03 00:00:00+00:00
1199.48,DAMA,2023-07-11,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.89,EGS1,2023-07-11,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
633.06,GEIM,2023-07-11,Genesis Impact,2020-12-18 00:00:00+00:00
1112.89,GFTP,2023-07-11,Ghosts From the Past,2021-04-16 00:00:00+00:00
1462.42,GRCR,2023-07-11,The Grand Creators,2022-01-28 00:00:00+00:00
1232.36,KICO,2023-07-11,Kings Court,2021-07-08 00:00:00+00:00
89.57,LED8,2023-07-11,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1598.21,LIOV,2023-07-11,Lightning Overdrive,2021-06-03 00:00:00+00:00
126.23,MGED,2023-07-11,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
116.11,MP21,2023-07-11,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
292.02,OP16,2023-07-11,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
281.73,OP17,2023-07-11,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
17.925,SDCS,2023-07-11,Cyber Strike,2021-10-07 00:00:00+00:00
12.98,SDFC,2023-07-11,Freezing Chains,2021-02-18 00:00:00+00:00
628.31,ANGU,2023-07-12,Ancient Guardians,2021-05-07 00:00:00+00:00
1168.89,BACH,2023-07-12,Battle of Chaos,2022-02-11 00:00:00+00:00
1039.9,BLVO,2023-07-12,Blazing Vortex,2021-02-04 00:00:00+00:00
1027.7,BODE,2023-07-12,Burst of Destiny,2021-11-05 00:00:00+00:00
432.96,BROL,2023-07-12,Brothers of Legend,2021-12-03 00:00:00+00:00
1199.33,DAMA,2023-07-12,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.825,EGS1,2023-07-12,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
634.36,GEIM,2023-07-12,Genesis Impact,2020-12-18 00:00:00+00:00
1112.89,GFTP,2023-07-12,Ghosts From the Past,2021-04-16 00:00:00+00:00
1461.93,GRCR,2023-07-12,The Grand Creators,2022-01-28 00:00:00+00:00
1230.16,KICO,2023-07-12,Kings Court,2021-07-08 00:00:00+00:00
90.37,LED8,2023-07-12,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1592.21,LIOV,2023-07-12,Lightning Overdrive,2021-06-03 00:00:00+00:00
125.73,MGED,2023-07-12,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
117.35,MP21,2023-07-12,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
292.19,OP16,2023-07-12,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
280.82,OP17,2023-07-12,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
17.935,SDCS,2023-07-12,Cyber Strike,2021-10-07 00:00:00+00:00
13.1,SDFC,2023-07-12,Freezing Chains,2021-02-18 00:00:00+00:00
627.28,ANGU,2023-07-13,Ancient Guardians,2021-05-07 00:00:00+00:00
1167.89,BACH,2023-07-13,Battle of Chaos,2022-02-11 00:00:00+00:00
1040.34,BLVO,2023-07-13,Blazing Vortex,2021-02-04 00:00:00+00:00
1028.35,BODE,2023-07-13,Burst of Destiny,2021-11-05 00:00:00+00:00
426.72,BROL,2023-07-13,Brothers of Legend,2021-12-03 00:00:00+00:00
1201.12,DAMA,2023-07-13,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.76,EGS1,2023-07-13,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
634.18,GEIM,2023-07-13,Genesis Impact,2020-12-18 00:00:00+00:00
1112.01,GFTP,2023-07-13,Ghosts From the Past,2021-04-16 00:00:00+00:00
1459.16,GRCR,2023-07-13,The Grand Creators,2022-01-28 00:00:00+00:00
1230.04,KICO,2023-07-13,Kings Court,2021-07-08 00:00:00+00:00
89.62,LED8,2023-07-13,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1591.88,LIOV,2023-07-13,Lightning Overdrive,2021-06-03 00:00:00+00:00
126.24,MGED,2023-07-13,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
115.03,MP21,2023-07-13,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
292.31,OP16,2023-07-13,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
279.27,OP17,2023-07-13,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
17.81,SDCS,2023-07-13,Cyber Strike,2021-10-07 00:00:00+00:00
13.13,SDFC,2023-07-13,Freezing Chains,2021-02-18 00:00:00+00:00
623.4,ANGU,2023-07-14,Ancient Guardians,2021-05-07 00:00:00+00:00
1164.47,BACH,2023-07-14,Battle of Chaos,2022-02-11 00:00:00+00:00
1040.31,BLVO,2023-07-14,Blazing Vortex,2021-02-04 00:00:00+00:00
1032.16,BODE,2023-07-14,Burst of Destiny,2021-11-05 00:00:00+00:00
427.94,BROL,2023-07-14,Brothers of Legend,2021-12-03 00:00:00+00:00
1203.29,DAMA,2023-07-14,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.76,EGS1,2023-07-14,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
633.14,GEIM,2023-07-14,Genesis Impact,2020-12-18 00:00:00+00:00
1112.97,GFTP,2023-07-14,Ghosts From the Past,2021-04-16 00:00:00+00:00
1456.99,GRCR,2023-07-14,The Grand Creators,2022-01-28 00:00:00+00:00
1229.25,KICO,2023-07-14,Kings Court,2021-07-08 00:00:00+00:00
88.58,LED8,2023-07-14,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1589.91,LIOV,2023-07-14,Lightning Overdrive,2021-06-03 00:00:00+00:00
125.49,MGED,2023-07-14,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
115.32,MP21,2023-07-14,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
290.94,OP16,2023-07-14,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
273.9,OP17,2023-07-14,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
17.855,SDCS,2023-07-14,Cyber Strike,2021-10-07 00:00:00+00:00
13.14,SDFC,2023-07-14,Freezing Chains,2021-02-18 00:00:00+00:00
622.44,ANGU,2023-07-15,Ancient Guardians,2021-05-07 00:00:00+00:00
1168.66,BACH,2023-07-15,Battle of Chaos,2022-02-11 00:00:00+00:00
1041.32,BLVO,2023-07-15,Blazing Vortex,2021-02-04 00:00:00+00:00
1031.68,BODE,2023-07-15,Burst of Destiny,2021-11-05 00:00:00+00:00
419.35,BROL,2023-07-15,Brothers of Legend,2021-12-03 00:00:00+00:00
1205.84,DAMA,2023-07-15,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.875,EGS1,2023-07-15,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
633.89,GEIM,2023-07-15,Genesis Impact,2020-12-18 00:00:00+00:00
1114.71,GFTP,2023-07-15,Ghosts From the Past,2021-04-16 00:00:00+00:00
1454.8,GRCR,2023-07-15,The Grand Creators,2022-01-28 00:00:00+00:00
1226.44,KICO,2023-07-15,Kings Court,2021-07-08 00:00:00+00:00
88.49,LED8,2023-07-15,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1590.43,LIOV,2023-07-15,Lightning Overdrive,2021-06-03 00:00:00+00:00
126.16,MGED,2023-07-15,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
112.71,MP21,2023-07-15,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
290.48,OP16,2023-07-15,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
271.99,OP17,2023-07-15,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
18.03,SDCS,2023-07-15,Cyber Strike,2021-10-07 00:00:00+00:00
13.48,SDFC,2023-07-15,Freezing Chains,2021-02-18 00:00:00+00:00
622.26,ANGU,2023-07-16,Ancient Guardians,2021-05-07 00:00:00+00:00
1169.28,BACH,2023-07-16,Battle of Chaos,2022-02-11 00:00:00+00:00
1042.43,BLVO,2023-07-16,Blazing Vortex,2021-02-04 00:00:00+00:00
1023.0,BODE,2023-07-16,Burst of Destiny,2021-11-05 00:00:00+00:00
420.22,BROL,2023-07-16,Brothers of Legend,2021-12-03 00:00:00+00:00
1205.37,DAMA,2023-07-16,Dawn of Majesty,2021-08-12 00:00:00+00:00
13.02,EGS1,2023-07-16,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
633.26,GEIM,2023-07-16,Genesis Impact,2020-12-18 00:00:00+00:00
1116.84,GFTP,2023-07-16,Ghosts From the Past,2021-04-16 00:00:00+00:00
1452.5,GRCR,2023-07-16,The Grand Creators,2022-01-28 00:00:00+00:00
1225.23,KICO,2023-07-16,Kings Court,2021-07-08 00:00:00+00:00
88.23,LED8,2023-07-16,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1591.12,LIOV,2023-07-16,Lightning Overdrive,2021-06-03 00:00:00+00:00
124.54,MGED,2023-07-16,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
112.63,MP21,2023-07-16,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
289.83,OP16,2023-07-16,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
270.49,OP17,2023-07-16,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
18.095,SDCS,2023-07-16,Cyber Strike,2021-10-07 00:00:00+00:00
13.29,SDFC,2023-07-16,Freezing Chains,2021-02-18 00:00:00+00:00
621.26,ANGU,2023-07-17,Ancient Guardians,2021-05-07 00:00:00+00:00
1165.32,BACH,2023-07-17,Battle of Chaos,2022-02-11 00:00:00+00:00
1040.55,BLVO,2023-07-17,Blazing Vortex,2021-02-04 00:00:00+00:00
1021.94,BODE,2023-07-17,Burst of Destiny,2021-11-05 00:00:00+00:00
419.55,BROL,2023-07-17,Brothers of Legend,2021-12-03 00:00:00+00:00
1204.3,DAMA,2023-07-17,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.96,EGS1,2023-07-17,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
632.99,GEIM,2023-07-17,Genesis Impact,2020-12-18 00:00:00+00:00
1116.56,GFTP,2023-07-17,Ghosts From the Past,2021-04-16 00:00:00+00:00
1448.69,GRCR,2023-07-17,The Grand Creators,2022-01-28 00:00:00+00:00
1225.65,KICO,2023-07-17,Kings Court,2021-07-08 00:00:00+00:00
86.17,LED8,2023-07-17,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1590.86,LIOV,2023-07-17,Lightning Overdrive,2021-06-03 00:00:00+00:00
124.06,MGED,2023-07-17,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
113.86,MP21,2023-07-17,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
289.03,OP16,2023-07-17,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
270.24,OP17,2023-07-17,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
18.22,SDCS,2023-07-17,Cyber Strike,2021-10-07 00:00:00+00:00
13.31,SDFC,2023-07-17,Freezing Chains,2021-02-18 00:00:00+00:00
621.26,ANGU,2023-07-18,Ancient Guardians,2021-05-07 00:00:00+00:00
1163.16,BACH,2023-07-18,Battle of Chaos,2022-02-11 00:00:00+00:00
1043.06,BLVO,2023-07-18,Blazing Vortex,2021-02-04 00:00:00+00:00
1021.9,BODE,2023-07-18,Burst of Destiny,2021-11-05 00:00:00+00:00
417.55,BROL,2023-07-18,Brothers of Legend,2021-12-03 00:00:00+00:00
1204.14,DAMA,2023-07-18,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.875,EGS1,2023-07-18,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
633.2,GEIM,2023-07-18,Genesis Impact,2020-12-18 00:00:00+00:00
1118.01,GFTP,2023-07-18,Ghosts From the Past,2021-04-16 00:00:00+00:00
1439.39,GRCR,2023-07-18,The Grand Creators,2022-01-28 00:00:00+00:00
1226.04,KICO,2023-07-18,Kings Court,2021-07-08 00:00:00+00:00
86.09,LED8,2023-07-18,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1587.61,LIOV,2023-07-18,Lightning Overdrive,2021-06-03 00:00:00+00:00
123.71,MGED,2023-07-18,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
113.56,MP21,2023-07-18,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
287.54,OP16,2023-07-18,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
269.63,OP17,2023-07-18,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
17.83,SDCS,2023-07-18,Cyber Strike,2021-10-07 00:00:00+00:00
13.33,SDFC,2023-07-18,Freezing Chains,2021-02-18 00:00:00+00:00
620.74,ANGU,2023-07-19,Ancient Guardians,2021-05-07 00:00:00+00:00
1159.33,BACH,2023-07-19,Battle of Chaos,2022-02-11 00:00:00+00:00
1043.89,BLVO,2023-07-19,Blazing Vortex,2021-02-04 00:00:00+00:00
1020.83,BODE,2023-07-19,Burst of Destiny,2021-11-05 00:00:00+00:00
417.85,BROL,2023-07-19,Brothers of Legend,2021-12-03 00:00:00+00:00
1204.65,DAMA,2023-07-19,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.905,EGS1,2023-07-19,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
632.64,GEIM,2023-07-19,Genesis Impact,2020-12-18 00:00:00+00:00
1119.35,GFTP,2023-07-19,Ghosts From the Past,2021-04-16 00:00:00+00:00
1432.11,GRCR,2023-07-19,The Grand Creators,2022-01-28 00:00:00+00:00
1222.81,KICO,2023-07-19,Kings Court,2021-07-08 00:00:00+00:00
86.95,LED8,2023-07-19,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1592.69,LIOV,2023-07-19,Lightning Overdrive,2021-06-03 00:00:00+00:00
122.99,MGED,2023-07-19,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
114.12,MP21,2023-07-19,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
280.17,OP16,2023-07-19,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
269.4,OP17,2023-07-19,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
18.085,SDCS,2023-07-19,Cyber Strike,2021-10-07 00:00:00+00:00
13.33,SDFC,2023-07-19,Freezing Chains,2021-02-18 00:00:00+00:00
621.04,ANGU,2023-07-20,Ancient Guardians,2021-05-07 00:00:00+00:00
1154.71,BACH,2023-07-20,Battle of Chaos,2022-02-11 00:00:00+00:00
1043.26,BLVO,2023-07-20,Blazing Vortex,2021-02-04 00:00:00+00:00
1019.34,BODE,2023-07-20,Burst of Destiny,2021-11-05 00:00:00+00:00
414.74,BROL,2023-07-20,Brothers of Legend,2021-12-03 00:00:00+00:00
1206.65,DAMA,2023-07-20,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.795,EGS1,2023-07-20,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
632.43,GEIM,2023-07-20,Genesis Impact,2020-12-18 00:00:00+00:00
1120.31,GFTP,2023-07-20,Ghosts From the Past,2021-04-16 00:00:00+00:00
1427.64,GRCR,2023-07-20,The Grand Creators,2022-01-28 00:00:00+00:00
1222.59,KICO,2023-07-20,Kings Court,2021-07-08 00:00:00+00:00
86.3,LED8,2023-07-20,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1597.22,LIOV,2023-07-20,Lightning Overdrive,2021-06-03 00:00:00+00:00
122.37,MGED,2023-07-20,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
115.07,MP21,2023-07-20,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
279.61,OP16,2023-07-20,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
267.25,OP17,2023-07-20,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
18.365,SDCS,2023-07-20,Cyber Strike,2021-10-07 00:00:00+00:00
13.43,SDFC,2023-07-20,Freezing Chains,2021-02-18 00:00:00+00:00
620.33,ANGU,2023-07-21,Ancient Guardians,2021-05-07 00:00:00+00:00
1151.04,BACH,2023-07-21,Battle of Chaos,2022-02-11 00:00:00+00:00
1046.9,BLVO,2023-07-21,Blazing Vortex,2021-02-04 00:00:00+00:00
1019.86,BODE,2023-07-21,Burst of Destiny,2021-11-05 00:00:00+00:00
411.38,BROL,2023-07-21,Brothers of Legend,2021-12-03 00:00:00+00:00
1209.43,DAMA,2023-07-21,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.12,EGS1,2023-07-21,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
632.76,GEIM,2023-07-21,Genesis Impact,2020-12-18 00:00:00+00:00
1122.92,GFTP,2023-07-21,Ghosts From the Past,2021-04-16 00:00:00+00:00
1425.09,GRCR,2023-07-21,The Grand Creators,2022-01-28 00:00:00+00:00
1220.03,KICO,2023-07-21,Kings Court,2021-07-08 00:00:00+00:00
85.52,LED8,2023-07-21,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1597.28,LIOV,2023-07-21,Lightning Overdrive,2021-06-03 00:00:00+00:00
121.0,MGED,2023-07-21,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
114.13,MP21,2023-07-21,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
279.36,OP16,2023-07-21,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
264.06,OP17,2023-07-21,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
18.275,SDCS,2023-07-21,Cyber Strike,2021-10-07 00:00:00+00:00
13.64,SDFC,2023-07-21,Freezing Chains,2021-02-18 00:00:00+00:00
619.74,ANGU,2023-07-22,Ancient Guardians,2021-05-07 00:00:00+00:00
1152.69,BACH,2023-07-22,Battle of Chaos,2022-02-11 00:00:00+00:00
1046.28,BLVO,2023-07-22,Blazing Vortex,2021-02-04 00:00:00+00:00
1017.77,BODE,2023-07-22,Burst of Destiny,2021-11-05 00:00:00+00:00
411.03,BROL,2023-07-22,Brothers of Legend,2021-12-03 00:00:00+00:00
1209.67,DAMA,2023-07-22,Dawn of Majesty,2021-08-12 00:00:00+00:00
12.0,EGS1,2023-07-22,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
632.88,GEIM,2023-07-22,Genesis Impact,2020-12-18 00:00:00+00:00
1126.23,GFTP,2023-07-22,Ghosts From the Past,2021-04-16 00:00:00+00:00
1424.52,GRCR,2023-07-22,The Grand Creators,2022-01-28 00:00:00+00:00
1219.8,KICO,2023-07-22,Kings Court,2021-07-08 00:00:00+00:00
85.56,LED8,2023-07-22,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1581.6,LIOV,2023-07-22,Lightning Overdrive,2021-06-03 00:00:00+00:00
121.06,MGED,2023-07-22,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
114.27,MP21,2023-07-22,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
279.27,OP16,2023-07-22,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
262.27,OP17,2023-07-22,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
17.905,SDCS,2023-07-22,Cyber Strike,2021-10-07 00:00:00+00:00
13.07,SDFC,2023-07-22,Freezing Chains,2021-02-18 00:00:00+00:00
619.47,ANGU,2023-07-23,Ancient Guardians,2021-05-07 00:00:00+00:00
1144.52,BACH,2023-07-23,Battle of Chaos,2022-02-11 00:00:00+00:00
1045.57,BLVO,2023-07-23,Blazing Vortex,2021-02-04 00:00:00+00:00
1017.68,BODE,2023-07-23,Burst of Destiny,2021-11-05 00:00:00+00:00
411.16,BROL,2023-07-23,Brothers of Legend,2021-12-03 00:00:00+00:00
1210.28,DAMA,2023-07-23,Dawn of Majesty,2021-08-12 00:00:00+00:00
11.94,EGS1,2023-07-23,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
632.37,GEIM,2023-07-23,Genesis Impact,2020-12-18 00:00:00+00:00
1125.92,GFTP,2023-07-23,Ghosts From the Past,2021-04-16 00:00:00+00:00
1422.95,GRCR,2023-07-23,The Grand Creators,2022-01-28 00:00:00+00:00
1218.89,KICO,2023-07-23,Kings Court,2021-07-08 00:00:00+00:00
84.88,LED8,2023-07-23,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1581.02,LIOV,2023-07-23,Lightning Overdrive,2021-06-03 00:00:00+00:00
119.94,MGED,2023-07-23,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
113.88,MP21,2023-07-23,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
279.21,OP16,2023-07-23,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
