rarity,imageUrl,tcgplayerUrl,tcg_product_id
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/147062_200w.jpg,https://www.tcgplayer.com/product/147062/yugioh-legendary-dragon-decks-odd-eyes-arc-pendulum-dragon,147062
Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/136809_200w.jpg,https://www.tcgplayer.com/product/136809/yugioh-battles-of-legend-lights-revenge-white-aura-whale,136809
Rare,https://tcgplayer-cdn.tcgplayer.com/product/124762_200w.jpg,https://www.tcgplayer.com/product/124762/yugioh-invasion-vengeance-red-eyes-insight,124762
Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/107695_200w.jpg,https://www.tcgplayer.com/product/107695/yugioh-dimension-of-chaos-majestys-pegasus,107695
Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/107697_200w.jpg,https://www.tcgplayer.com/product/107697/yugioh-dimension-of-chaos-majespecter-cyclone,107697
Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/105229_200w.jpg,https://www.tcgplayer.com/product/105229/yugioh-2015-mega-tins-mega-pack-raiza-the-mega-monarch,105229
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/105393_200w.jpg,https://www.tcgplayer.com/product/105393/yugioh-2015-mega-tins-mega-pack-infernoid-harmadik,105393
Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/102482_200w.jpg,https://www.tcgplayer.com/product/102482/yugioh-clash-of-rebellions-void-imagination,102482
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/98429_200w.jpg,https://www.tcgplayer.com/product/98429/yugioh-crossed-souls-infernoid-pirmais,98429
Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/98463_200w.jpg,https://www.tcgplayer.com/product/98463/yugioh-crossed-souls-void-vanishment,98463
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/95524_200w.jpg,https://www.tcgplayer.com/product/95524/yugioh-secrets-of-eternity-infernoid-harmadik,95524
Rare,https://tcgplayer-cdn.tcgplayer.com/product/254329_200w.jpg,https://www.tcgplayer.com/product/254329/yugioh-maximum-gold-el-dorado-number-41-bagooska-the-terribly-tired-tapir,254329
Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/245793_200w.jpg,https://www.tcgplayer.com/product/245793/yugioh-dawn-of-majesty-shooting-majestic-star-dragon,245793
Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/245808_200w.jpg,https://www.tcgplayer.com/product/245808/yugioh-dawn-of-majesty-branded-opening,245808
