date,difference,first_date,first_price,high,last_date,last_price,low,market,mid,name,number,p_change,period,product_id,set_name,sub_type,tcg_product_id,updated_at
2023-09-27 10:19:30.408643,0.88,2023-07-03 00:00:00.000000,0.795,15.75,2023-10-01 00:00:00.000000,1.675,1.09,2.42,3.65,Legacy of Yata-Garasu,SDDL-EN033,0.5253731343283582,90,20700,Dragunity Legion Structure Deck,1st Edition,39378,2011-03-08 00:00:00+00:00
2023-07-31 11:27:05.380652,1.0,2023-04-04 00:00:00.000000,0.76,5.0,2023-10-01 00:00:00.000000,1.76,0.86,2.02,2.0,Rokket Caliber,BODE-EN001,0.5681818181818182,180,30545,Burst of Destiny,1st Edition,252534,2021-11-05 00:00:00+00:00
2023-05-01 11:31:26.112736,1.29,2023-04-04 00:00:00.000000,0.88,6.0,2023-10-01 00:00:00.000000,2.17,0.34,0.87,0.97,Resonator Call,GFTP-EN115,0.5944700460829493,180,29595,Ghosts From the Past,1st Edition,235768,2021-04-16 00:00:00+00:00
2023-09-15 10:24:38.741285,0.88,2023-04-04 00:00:00.000000,0.5,5.0,2023-10-01 00:00:00.000000,1.38,1.39,1.64,2.06,Proxy F Magician,OP15-EN009,0.6376811594202898,180,29519,OTS Tournament Pack 15,Unlimited,232929,2021-02-17 00:00:00+00:00
2023-08-12 11:29:34.225110,1.05,2023-04-04 00:00:00.000000,0.45,4.9,2023-10-01 00:00:00.000000,1.5,0.23,1.59,1.86,Hammer Shot,SBCB-EN162,0.7,180,29017,Speed Duel: Battle City Box,1st Edition,228094,2020-12-11 00:00:00+00:00
2023-08-19 11:23:41.892417,3.14,2023-04-04 00:00:00.000000,0.57,6.06,2023-10-01 00:00:00.000000,3.71,1.48,3.97,4.05,Shrink,SBCB-EN099,0.8463611859838275,180,28927,Speed Duel: Battle City Box,1st Edition,227997,2020-12-11 00:00:00+00:00
2023-09-23 10:24:11.963495,2.01,2023-04-04 00:00:00.000000,0.7,4.0,2023-10-01 00:00:00.000000,2.71,2.7,2.51,3.99,Waboku,SBCB-EN143,0.7416974169741697,180,28996,Speed Duel: Battle City Box,1st Edition,228072,2020-12-11 00:00:00+00:00
2023-08-03 11:26:17.233274,2.27,2023-04-04 00:00:00.000000,0.69,11.96,2023-10-01 00:00:00.000000,2.96,0.98,4.56,5.0,Infernoble Knight Ogier,ROTD-EN013,0.7668918918918919,180,23591,Rise of the Duelist,1st Edition,218889,2020-08-06 00:00:00+00:00
2023-07-19 11:27:58.883371,1.49,2023-04-04 00:00:00.000000,0.81,13.99,2023-10-01 00:00:00.000000,2.3,1.75,2.76,3.95,Gravity Collapse,OP13-EN024,0.6478260869565218,180,26475,OTS Tournament Pack 13,Unlimited,216683,2020-06-15 00:00:00+00:00
2023-05-07 11:24:35.711474,0.77,2023-04-04 00:00:00.000000,0.79,2.76,2023-10-01 00:00:00.000000,1.56,1.0,1.14,2.58,Gaia The Fierce Knight,SS04-ENA02,0.4935897435897436,180,23365,Speed Duel Starter Decks: Match of the Millennium,1st Edition,213950,2020-05-15 00:00:00+00:00
2023-04-24 11:31:27.847588,0.86,2023-04-04 00:00:00.000000,0.78,2.09,2023-10-01 00:00:00.000000,1.64,0.12,0.83,0.55,Rank-Up-Magic Quick Chaos,DLCS-EN044,0.524390243902439,180,26391,Dragons of Legend: The Complete Series,1st Edition,221574,2020-05-15 00:00:00+00:00
2023-06-05 11:13:09.664959,0.83,2023-04-04 00:00:00.000000,0.55,4.99,2023-10-01 00:00:00.000000,1.38,0.4,0.54,0.6,Borreload Furious Dragon,SDRR-EN042,0.6014492753623188,180,9187,Rokket Revolt,1st Edition,196857,2019-08-16 00:00:00+00:00
2023-05-28 11:09:51.660431,0.93,2023-04-04 00:00:00.000000,0.76,10.0,2023-10-01 00:00:00.000000,1.69,0.56,0.99,1.16,Absorouter Dragon,SDRR-EN005,0.5502958579881657,180,6805,Rokket Revolt,1st Edition,196810,2019-08-16 00:00:00+00:00
2023-07-01 11:01:54.410805,0.83,2023-04-04 00:00:00.000000,0.93,5.15,2023-10-01 00:00:00.000000,1.76,1.08,1.53,1.51,Super Quantum Red Layer,OP10-EN016,0.4715909090909091,180,209,OTS Tournament Pack 10,Unlimited,188938,2019-04-18 00:00:00+00:00
2023-05-09 11:13:54.346264,1.21,2023-04-04 00:00:00.000000,0.715,5.0,2023-10-01 00:00:00.000000,1.925,0.23,1.3,0.99,Predaplant Spider Orchid,DUPO-EN035,0.6285714285714286,180,9494,Duel Power,1st Edition,186925,2019-04-04 00:00:00+00:00
2023-04-08 11:02:30.757569,1.44,2023-04-04 00:00:00.000000,0.76,4.5,2023-10-01 00:00:00.000000,2.2,0.25,0.78,0.55,Zombie Master,SR07-EN010,0.6545454545454545,180,384,Zombie Horde,1st Edition,179263,2018-11-01 00:00:00+00:00
2023-06-10 11:15:52.104246,0.93,2023-04-04 00:00:00.000000,0.58,4.95,2023-10-01 00:00:00.000000,1.51,0.2,1.16,0.99,The Melody of Awakening Dragon,LED3-EN009,0.6158940397350994,180,14296,Legendary Duelists: White Dragon Abyss,1st Edition,177293,2018-09-28 00:00:00+00:00
2023-08-02 11:10:42.665187,1.13,2023-04-04 00:00:00.000000,0.9,3.0,2023-10-01 00:00:00.000000,2.03,1.0,1.93,1.66,Altergeist Meluseek,MP18-EN115,0.5566502463054187,180,9193,2018 Mega-Tins Mega Pack,1st Edition,174845,2018-08-31 00:00:00+00:00
2023-05-06 11:16:46.808508,2.44,2023-04-04 00:00:00.000000,0.96,5.75,2023-10-01 00:00:00.000000,3.4,0.99,1.16,1.63,Divine Sword - Phoenix Blade,OP08-EN020,0.7176470588235294,180,14546,OTS Tournament Pack 8,Unlimited,174423,2018-08-17 00:00:00+00:00
2023-05-26 11:13:52.301271,0.87,2023-04-04 00:00:00.000000,0.875,4.4,2023-10-01 00:00:00.000000,1.745,0.83,0.88,1.5,Altergeist Marionetter,CIBR-EN012,0.498567335243553,180,10101,Circuit Break,Unlimited,148293,2017-10-19 00:00:00+00:00
2023-05-26 11:13:52.459000,1.64,2023-04-04 00:00:00.000000,0.805,9.0,2023-10-01 00:00:00.000000,2.445,1.17,2.81,2.99,Altergeist Meluseek,CIBR-EN014,0.6707566462167689,180,10104,Circuit Break,1st Edition,148295,2017-10-19 00:00:00+00:00
2023-07-13 11:16:06.175501,2.25,2023-04-04 00:00:00.000000,0.58,24.95,2023-10-01 00:00:00.000000,2.83,0.47,3.58,3.95,M-X-Saber Invoker,BLLR-EN063,0.7950530035335689,180,13759,Battles of Legend: Light's Revenge,1st Edition,136852,2017-07-06 00:00:00+00:00
2023-08-10 11:10:00.951430,2.98,2023-04-04 00:00:00.000000,0.99,20.0,2023-10-01 00:00:00.000000,3.97,0.68,2.6,3.51,"Retaliating ""C""",OP04-EN007,0.7506297229219143,180,7433,OTS Tournament Pack 4,Unlimited,129991,2017-04-07 00:00:00+00:00
2023-07-13 11:10:43.850883,0.82,2023-04-04 00:00:00.000000,0.28,5.0,2023-10-01 00:00:00.000000,1.1,0.5,1.41,1.26,Baobaboon,RATE-ENSE4,0.7454545454545455,180,7024,Raging Tempest,Limited,129307,2017-02-09 00:00:00+00:00
2023-06-14 11:20:42.248072,0.96,2023-04-04 00:00:00.000000,0.76,1001.0,2023-10-01 00:00:00.000000,1.72,0.92,2.37,5.15,Magnet Reverse,DPRP-EN006,0.5581395348837209,180,17480,Duelist Pack: Rivals of the Pharaoh,1st Edition,122945,2016-09-16 00:00:00+00:00
2023-09-22 10:22:34.819352,2.22,2023-04-04 00:00:00.000000,0.99,5.99,2023-10-01 00:00:00.000000,3.21,4.45,2.48,5.23,Majespecter Unicorn - Kirin,MP16-EN129,0.6915887850467289,180,25487,2016 Mega-Tins Mega Pack,Unlimited,122426,2016-09-02 00:00:00+00:00
